CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_segment
17572.0,14,1,70.80000000000001,1,4,1,6,141
17576.0,1,2,297.0,5,5,3,13,553
17581.0,12,2,786.78,2,5,5,12,255
17591.0,7,1,406.6,3,4,4,11,344
17596.0,9,1,392.62,2,4,4,10,244
17611.0,1,1,244.19,5,4,2,11,542
17616.0,8,1,326.4,3,4,3,10,343
17618.0,2,1,320.28,5,4,3,12,543
17643.0,13,1,101.55,1,4,1,6,141
17646.0,5,1,251.0,4,4,2,10,442
17655.0,6,1,676.1,4,4,5,13,445
17659.0,12,1,247.8,2,4,2,8,242
17671.0,5,1,394.18,4,4,4,12,444
17674.0,9,1,300.66,2,4,3,9,243
17675.0,5,2,1019.12,4,5,5,14,455
17676.0,6,1,300.7,4,4,3,11,443
17677.0,7,4,1616.6,3,5,5,13,355
17682.0,9,1,391.5,2,4,4,10,244
17685.0,1,2,463.02,5,5,4,14,554
17690.0,5,4,687.9,4,5,5,14,455
17691.0,9,1,142.5,2,4,1,7,241
17696.0,5,2,175.6,4,5,2,11,452
17706.0,7,3,477.83,3,5,4,12,354
17720.0,8,1,102.0,3,4,1,8,341
17722.0,7,1,910.14,3,4,5,12,345
17732.0,13,1,303.97,1,4,3,8,143
17735.0,8,1,454.6,3,4,4,11,344
17757.0,4,3,450.45,4,5,4,13,454
17760.0,13,1,172.54,1,4,2,7,142
17787.0,12,1,736.28,2,4,5,11,245
17790.0,2,4,283.65,5,5,3,13,553
17796.0,10,1,114.65,2,4,1,7,241
17799.0,2,1,223.48,5,4,2,11,542
17802.0,13,1,100.2,1,4,1,6,141
17809.0,12,3,1251.5,2,5,5,12,255
17812.0,8,1,217.55,3,4,2,9,342
17816.0,5,1,16.21,4,4,1,9,441
17819.0,3,2,980.12,5,5,5,15,555
17827.0,5,3,1271.8,4,5,5,14,455
17838.0,5,2,935.56,4,5,5,14,455
17841.0,5,4,1541.56,4,5,5,14,455
17850.0,12,34,5391.21,2,5,5,12,255
17855.0,13,1,208.97,1,4,2,7,142
17857.0,6,1,1335.2,4,4,5,13,445
17858.0,10,1,251.25,2,4,2,8,242
17860.0,9,1,252.8,2,4,2,8,242
17863.0,10,1,384.72,2,4,4,10,244
17865.0,4,1,756.45,4,4,5,13,445
17869.0,8,1,214.32,3,4,2,9,342
17870.0,7,1,326.4,3,4,3,10,343
17873.0,13,1,215.15,1,4,2,7,142
17880.0,5,1,458.92,4,4,4,12,444
17884.0,8,2,324.62,3,5,3,11,353
17890.0,1,1,476.96,5,4,4,13,544
17894.0,1,2,274.63,5,5,3,13,553
17897.0,7,2,434.62,3,5,4,12,354
17905.0,14,1,201.75,1,4,2,7,142
17908.0,14,1,243.28,1,4,2,7,142
17912.0,4,2,105.15,4,5,1,10,451
17917.0,3,1,110.91,5,4,1,10,541
17920.0,8,2,735.91,3,5,5,13,355
17924.0,14,1,279.0,1,4,3,8,143
17925.0,13,1,244.08,1,4,2,7,142
17937.0,1,2,2153.88,5,5,5,15,555
17949.0,12,1,1314.0,2,4,5,11,245
17950.0,5,2,263.17,4,5,2,11,452
17951.0,14,1,295.5,1,4,3,8,143
17954.0,8,2,128.68,3,5,1,9,351
17961.0,12,1,127.55,2,4,1,7,241
17964.0,13,1,261.76,1,4,2,7,142
17965.0,5,2,156.8,4,5,1,10,451
17967.0,12,1,123.07,2,4,1,7,241
17968.0,14,1,277.35,1,4,3,8,143
17969.0,1,1,125.2,5,4,1,10,541
17975.0,1,2,621.49,5,5,4,14,554
17976.0,12,1,353.19,2,4,3,9,243
17978.0,5,1,300.92,4,4,3,11,443
17990.0,2,1,168.0,5,4,2,11,542
17999.0,6,1,190.34,4,4,2,10,442
18004.0,2,1,169.47,5,4,2,11,542
18011.0,13,1,102.79,1,4,1,6,141
18016.0,4,1,156.65,4,4,1,9,441
18037.0,2,1,31.3,5,4,1,10,541
18041.0,6,3,634.29,4,5,4,13,454
18043.0,7,1,316.46,3,4,3,10,343
18044.0,1,1,74.25,5,4,1,10,541
18055.0,8,2,1000.48,3,5,5,13,355
18061.0,7,1,405.16,3,4,4,11,344
18065.0,5,2,345.02,4,5,3,12,453
18071.0,6,1,258.95,4,4,2,10,442
18074.0,14,1,489.6,1,4,4,9,144
18075.0,1,1,198.95,5,4,2,11,542
18077.0,7,1,204.87,3,4,2,9,342
18085.0,14,1,303.9,1,4,3,8,143
18092.0,6,1,1485.72,4,4,5,13,445
18102.0,6,4,27834.61,4,5,5,14,455
18109.0,3,2,552.75,5,5,4,14,554
18113.0,9,1,76.32000000000001,2,4,1,7,241
18116.0,5,1,139.68,4,4,1,9,441
18118.0,5,2,608.51,4,5,4,13,454
18119.0,8,1,181.12,3,4,2,9,342
18144.0,1,2,502.65,5,5,4,14,554
18156.0,10,1,206.23,2,4,2,8,242
18168.0,12,1,263.3,2,4,2,8,242
18178.0,5,1,300.65000000000003,4,4,3,11,443
18219.0,1,2,390.06,5,5,4,14,554
18225.0,5,1,30.0,4,4,1,9,441
18229.0,7,2,653.2,3,5,5,13,355
18239.0,12,1,438.1,2,4,4,10,244
18259.0,7,1,376.3,3,4,4,11,344
18269.0,6,1,168.60000000000002,4,4,2,10,442
